"first_img"	"inquisition_img"	"doc_date"	"parish"	"the_deceased"	"given"	"surname"	"gender"	"verdict"	"cause_of_death"	"deceased_additional_info"	"has_depositions"	"lonlives_url"	"lonlives_document_ref"	"source"
"WACWIC652020095"	"WACWIC652020096"	"1762-04-20"	"St Martin in the Fields"	"Jeremiah Flarty"	"Jeremiah"	"Flarty"	"m"	"accidental"	"fell into a privy and was suffocated"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020095"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020104"	"WACWIC652020105"	"1762-04-21"	"St George Hanover Square"	"Matthias Molineux"	"Matthias"	"Molineux"	"m"	"accidental"	"fell into a cellar and fractured skull"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020104"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020113"	"WACWIC652020114"	"1762-05-01"	"St John the Evangelist"	"Elizabeth Beck"	"Elizabeth"	"Beck"	"f"	"suicide (felo de se)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020113"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020123"	"WACWIC652020124"	"1762-05-10"	"St George Hanover Square"	"James Godman"	"James"	"Godman"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020123"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020131"	"WACWIC652020133"	"1762-05-12"	"St George Hanover Square"	"George Dyer"	"George"	"Dyer"	"m"	"accidental"	"fell from a Horse and fractured his Skull"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020131"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020141"	"WACWIC652020142"	"1762-05-14"	"St Clement Danes"	"Unnamed male child"	""	""	"m"	"homicide"	"strangled"	"child"	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652020141"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020149"	"WACWIC652020150"	"1762-05-29"	"St James"	"Mary Evans"	"Mary"	"Evans"	"f"	"suicide (delirious)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020149"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020158"	"WACWIC652020159"	"1762-06-03"	"St James"	"Matthew Moor"	"Matthew"	"Moor"	"m"	"natural causes"	"sick and disordered"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020158"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020172"	"WACWIC652020173"	"1762-06-07"	"St Anne Soho"	"John Dixon"	"John"	"Dixon"	"m"	"suicide (delirious)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020172"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020181"	"WACWIC652020182"	"1762-06-11"	"St James"	"Leonard Thompson"	"Leonard"	"Thompson"	"m"	"accidental"	"fell into a boiling copper"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020181"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020190"	"WACWIC652020191"	"1762-06-15"	"St Paul Covent Garden"	"John Wilkinson"	"John"	"Wilkinson"	"m"	"accidental"	"drowned"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020190"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020198"	"WACWIC652020199"	"1762-06-21"	"St Margaret"	"Ruth Newman"	"Ruth"	"Newman"	"f"	"natural causes"	"sick and languishing"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020198"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020205"	"WACWIC652020206"	"1762-06-24"	"St Clement Danes"	"John Ryley"	"John"	"Ryley"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020205"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020214"	"WACWIC652020215"	"1762-07-06"	"St George Hanover Square"	"John Webb"	"John"	"Webb"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020214"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020222"	"WACWIC652020223"	"1762-07-06"	"St James"	"John Graham"	"John"	"Graham"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020222"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020232"	"WACWIC652020233"	"1762-07-09"	"St Martin in the Fields"	"Isabella Brown"	"Isabella"	"Brown"	"f"	"suicide (insane)"	"cut her throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020232"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020240"	"WACWIC652020241"	"1762-07-09"	"St James"	"John William Greathead"	"John William"	"Greathead"	"m"	"accidental"	"killed by the overturning of a cart"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020240"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020248"	"WACWIC652020249"	"1762-07-19"	"St John the Evangelist"	"John Rowe"	"John"	"Rowe"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020248"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020256"	"WACWIC652020257"	"1762-07-21"	"St Martin in the Fields"	"Elizabeth Greene"	"Elizabeth"	"Greene"	"f"	"natural causes"	"ailing and infirm"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020256"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020264"	"WACWIC652020265"	"1762-07-26"	"St Margaret"	"George Dodd"	"George"	"Dodd"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020264"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020272"	"WACWIC652020273"	"1762-08-02"	"St Margaret"	"Joseph East"	"Joseph"	"East"	"m"	"accidental"	"drowned"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020272"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020280"	"WACWIC652020281"	"1762-08-07"	"St Paul Covent Garden"	"Unnamed male child"	""	""	"m"	"natural causes"	"died during birth"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020280"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020288"	"WACWIC652020289"	"1762-08-24"	"St James"	"Patrick Thornton"	"Patrick"	"Thornton"	"m"	"accidental"	"fell from a roof"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020288"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020297"	"WACWIC652020298"	"1762-08-25"	"St Margaret"	"Alexander Mearnes"	"Alexander"	"Mearnes"	"m"	"accidental"	"drowned"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020297"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020306"	"WACWIC652020307"	"1762-09-03"	"St George Hanover Square"	"Mary Thurlin"	"Mary"	"Thurlin"	"f"	"accidental"	"struck on the head by 'a seven pound iron weight' which was being thrown for a wager"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020306"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020315"	"WACWIC652020316"	"1762-09-10"	"St Margaret"	"John Cane"	"John"	"Cane"	"m"	"accidental"	"fell from a window"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020315"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020323"	"WACWIC652020324"	"1762-09-17"	"St Martin in the Fields"	"Mary Long"	"Mary"	"Long"	"f"	"natural causes"	"apoplectic fit"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020323"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020332"	"WACWIC652020333"	"1762-10-02"	"St Margaret"	"Elizabeth Arnold"	"Elizabeth"	"Arnold"	"f"	"suicide (insane)"	"cut her throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020332"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020341"	"WACWIC652020342"	"1762-11-01"	"St Margaret"	"Jane White"	"Jane"	"White"	"f"	"homicide"	"struck on the head with a stone"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652020341"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020348"	"WACWIC652020349"	"1762-11-22"	"St George Hanover Square"	"Robert Munro"	"Robert"	"Munro"	"m"	"suicide (insane)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020348"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020358"	"WACWIC652020359"	"1762-11-29"	"St James"	"Christopher Oliphant"	"Christopher"	"Oliphant"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020358"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020367"	"WACWIC652020368"	"1762-12-03"	"St George Hanover Square"	"Thomas Philpot"	"Thomas"	"Philpot"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020367"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020376"	"WACWIC652020377"	"1762-12-17"	"St George Hanover Square"	"Robert Gundry"	"Robert"	"Gundry"	"m"	"homicide"	"thrown from his horse"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020376"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652020386"	"WACWIC652020387"	"1762-12-20"	"St George Hanover Square"	"Unnamed male child"	""	""	"m"	"homicide"	"bled to death, failure to tie umbilical cord"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652020386"	"WACWIC65202"	"Westminster Coroners' Inquests, 1762, Westminster Abbey Muniment Room"
"WACWIC652030002"	"WACWIC652030003"	"1763-01-03"	"St Margaret"	"Unnamed man"	""	""	"m"	"accidental"	"fell down and hit his head"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030002"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030011"	"WACWIC652030012"	"1763-01-25"	"St George Hanover Square"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030011"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030018"	"WACWIC652030019"	"1763-01-26"	"St Paul Covent Garden"	"Joseph Lawrence"	"Joseph"	"Lawrence"	"m"	"natural causes"	"apoplectic fit"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030018"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030026"	"WACWIC652030027"	"1763-01-28"	"St Martin in the Fields"	"Robert Bagenel"	"Robert"	"Bagenel"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030026"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030035"	"WACWIC652030036"	"1763-02-02"	"St George Hanover Square"	"John Murcott"	"John"	"Murcott"	"m"	"homicide"	"stabbed and struck on the head"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652030035"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030042"	"WACWIC652030043"	"1763-02-09"	"St Margaret"	"Silas Barcotolf"	"Silas"	"Barcotolf"	"m"	"natural causes"	"sick and languishing"	"prisoner, Gatehouse Prison"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030042"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030050"	"WACWIC652030051"	"1763-02-26"	"St George Hanover Square"	"Katherine Fortescue"	"Katherine"	"Fortescue"	"f"	"accidental"	"drowned"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030050"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030058"	"WACWIC652030059"	"1763-03-02"	"St George Hanover Square"	"James Nichols"	"James"	"Nichols"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030058"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030067"	"WACWIC652030068"	"1763-03-05"	"St Paul Covent Garden"	"Joseph Wood"	"Joseph"	"Wood"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030067"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030076"	"WACWIC652030077"	"1763-03-09"	"St Margaret"	"Unnamed man"	""	""	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030076"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030084"	"WACWIC652030085"	"1763-03-10"	"St James"	"William Border"	"William"	"Border"	"m"	"accidental"	"fell from a hay loft"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030084"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030093"	"WACWIC652030094"	"1763-03-18"	"St James"	"Jane Richards"	"Jane"	"Richards"	"f"	"suicide (insane)"	"stabbed herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030093"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030102"	"WACWIC652030103"	"1763-04-01"	"St Margaret"	"John Gale"	"John"	"Gale"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030102"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030111"	"WACWIC652030112"	"1763-04-09"	"St Martin in the Fields"	"Michael Lyon"	"Michael"	"Lyon"	"m"	"accidental"	"crushed by a falling building"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030111"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030121"	"WACWIC652030122"	"1763-05-04"	"St Margaret"	"Charles Chamberlain"	"Charles"	"Chamberlain"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030121"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030130"	"WACWIC652030131"	"1763-05-06"	"St Margaret"	"Peter Flannakin"	"Peter"	"Flannakin"	"m"	"accidental"	"fell from a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030130"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030139"	"WACWIC652030140"	"1763-05-09"	"St George Hanover Square"	"Mary Adams"	"Mary"	"Adams"	"f"	"suicide (insane)"	"poisoned herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030139"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030147"	"WACWIC652030148"	"1763-05-12"	"St John the Evangelist"	"Mary Macglouson"	"Mary"	"Macglouson"	"f"	"accidental"	"fell on the ground and was run over by a cart"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030147"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030155"	"WACWIC652030156"	"1763-05-17"	"St Margaret"	"John Louch"	"John"	"Louch"	"m"	"accidental"	"fell from a coach"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030155"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030163"	"WACWIC652030164"	"1763-05-31"	"St Margaret"	"James Fogarty"	"James"	"Fogarty"	"m"	"natural causes"	"sick and languishing"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030163"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030170"	"WACWIC652030171"	"1763-06-04"	"St George Hanover Square"	"Unnamed man"	""	""	"m"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030170"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030178"	"WACWIC652030179"	"1763-06-10"	"St James"	"Tobias Ewbank"	"Tobias"	"Ewbank"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030178"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030187"	"WACWIC652030188"	"1763-06-15"	"St George Hanover Square"	"Joseph Parsons"	"Joseph"	"Parsons"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030187"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030196"	"WACWIC652030197"	"1763-06-22"	"St George Hanover Square"	"John Clarke"	"John"	"Clarke"	"m"	"accidental"	"fell into a hole"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030196"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030205"	"WACWIC652030206"	"1763-07-08"	"St George Hanover Square"	"Unnamed man"	""	""	"m"	"undetermined"	"found floating in the Serpentine"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030205"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030213"	"WACWIC652030214"	"1763-07-26"	"St James"	"Thomas Howard"	"Thomas"	"Howard"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030213"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030222"	"WACWIC652030223"	"1763-08-03"	"St James"	"William Corry"	"William"	"Corry"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030222"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030231"	"WACWIC652030232"	"1763-08-04"	"St Margaret"	"Charles Griffin"	"Charles"	"Griffin"	"m"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030231"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030239"	"WACWIC652030240"	"1763-08-08"	"St George Hanover Square"	"Mathew Mason"	"Mathew"	"Mason"	"m"	"natural causes"	"fever"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030239"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030248"	"WACWIC652030249"	"1763-09-08"	"St Margaret"	"Sarah Deacon"	"Sarah"	"Deacon"	"f"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030248"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030256"	"WACWIC652030257"	"1763-09-13"	"St Clement Danes"	"Eleanor Newman"	"Eleanor"	"Newman"	"f"	"natural causes"	"weak and infirm"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030256"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030264"	"WACWIC652030265"	"1763-09-19"	"St George Hanover Square"	"Samuel Sidney"	"Samuel"	"Sidney"	"m"	"accidental"	"fall and broken leg"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030264"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
"WACWIC652030272"	"WACWIC652030273"	"1763-09-27"	"St Martin in the Fields"	"William Rawlins"	"William"	"Rawlins"	"m"	"accidental"	"fell into the River Thames"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652030272"	"WACWIC65203"	"Westminster Coroners' Inquests, 1763, Westminster Abbey Muniment Room"
